Rk,Player,link,Age,Pos,Date,RG/PL,Tm,,Opp,,GS,MP,FG,FGA,FG%_pt,FG%,2P,2PA,2P%_pt,2P%,3P,3PA,3P%_pt,3P%,FT,FTA,FT%_pt,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Off Production,Def Production,,GmSc_pt,GmSc,oTDR,dTDR,TDR
1128,Hedo Turkoglu,turkohe01,28-322,F,02/04/2008,RS,ORL,,DAL,L,1,42,4,14,0.286,0.29,3.00,12.00,0.25,0.25,1.00,2.00,0.50,0.50,4,4,1.000,1.000,0,12,12,13,0,0,2,5,13,11.90,1.60,13.50,13.50,13.50,28.33,3.81,32.14
1331,Stephen Curry,curryst01,25-288,G,12/27/2013,RS,GSW,,PHO,W,1,34,5,17,0.294,0.29,4.00,11.00,0.36,0.36,1.00,6.00,0.17,0.17,3,5,0.600,0.600,3,10,13,16,1,0,7,3,14,9.60,2.80,12.40,12.40,12.40,28.24,8.24,36.47
146,Larry Bird,birdla01,28-351,F,11/23/1985,RS,BOS,@,NYK,W,1,44,6,21,0.286,0.29,6.00,16.00,0.38,0.38,0.00,5.00,0.00,0.00,6,7,0.857,0.857,3,7,10,10,2,0,2,2,18,12.40,3.30,15.70,15.70,15.70,28.18,7.50,35.68
986,Jason Kidd,kiddja01,30-355,G,03/12/2004,RS,NJN,,CHI,W,1,38,5,14,0.357,0.36,4.00,10.00,0.40,0.40,1.00,4.00,0.25,0.25,2,2,1.000,1.000,2,8,10,13,3,0,5,0,13,10.70,5.40,16.10,16.10,16.10,28.16,14.21,42.37
1167,LeBron James,jamesle01,24-067,F-G,03/07/2009,RS,CLE,,MIA,W,1,43,5,15,0.333,0.33,5.00,12.00,0.42,0.42,0.00,3.00,0.00,0.00,4,7,0.571,0.571,2,8,10,12,1,1,2,0,14,12.10,4.10,16.20,16.20,16.20,28.14,9.53,37.67
911,Jason Kidd,kiddja01,29-069,G,05/31/2002,PL,NJN,@,BOS,W,1,42,6,18,0.333,0.33,6.00,16.00,0.38,0.38,0.00,2.00,0.00,0.00,3,5,0.600,0.600,1,12,13,13,1,1,2,1,15,11.80,4.90,16.70,16.70,16.70,28.10,11.67,39.76
809,Lamar Odom,odomla01,20-125,F,03/10/2000,RS,LAC,,CHH,L,1,36,3,10,0.300,0.30,2.00,8.00,0.25,0.25,1.00,2.00,0.50,0.50,3,6,0.500,0.500,2,8,10,11,1,1,2,3,10,10.10,2.90,13.00,13.00,13.00,28.06,8.06,36.11
302,Magic Johnson,johnsma02,28-243,G-F,04/13/1988,RS,LAL,@,DEN,L,1,35,5,12,0.417,0.42,5.00,12.00,0.42,0.42,0.00,0.00,0.00,,4,7,0.571,0.571,2,9,11,10,0,0,5,2,14,9.80,1.90,11.70,11.70,11.70,28.00,5.43,33.43
355,Lester Conner,connele01,29-166,G,03/02/1989,RS,NJN,,CHH,W,1,44,4,10,0.400,0.40,4.00,10.00,0.40,0.40,0.00,0.00,0.00,,5,7,0.714,0.714,4,9,13,11,6,0,5,2,13,12.30,7.90,20.20,20.20,20.20,27.95,17.95,45.91
757,Mookie Blaylock,blaylmo01,30-362,G,03/17/1998,RS,ATL,@,TOR,W,1,39,3,12,0.250,0.25,2.00,6.00,0.33,0.33,1.00,6.00,0.17,0.17,3,4,0.750,0.750,3,8,11,12,1,1,2,1,10,10.90,3.70,14.60,14.60,14.60,27.95,9.49,37.44
1268,Rajon Rondo,rondora01,26-094,G,05/26/2012,PL,BOS,,PHI,W,1,43,6,13,0.462,0.46,5.00,9.00,0.56,0.56,1.00,4.00,0.25,0.25,5,5,1.000,1.000,1,9,10,10,3,0,7,3,18,12.00,4.50,16.50,16.50,16.50,27.91,10.47,38.37
173,Paul Pressey,presspa01,27-091,G-F,03/25/1986,RS,MIL,,NJN,W,1,38,4,13,0.308,0.31,4.00,13.00,0.31,0.31,0.00,0.00,0.00,,3,3,1.000,1.000,3,7,10,10,3,2,2,3,11,10.60,5.30,15.90,15.90,15.90,27.89,13.95,41.84
1324,Jordan Crawford,crawfjo02,25-037,G,11/29/2013,RS,BOS,,CLE,W,1,33,4,14,0.286,0.29,3.00,8.00,0.38,0.38,1.00,6.00,0.17,0.17,2,2,1.000,1.000,2,9,11,10,1,0,2,4,11,9.20,2.10,11.30,11.30,11.30,27.88,6.36,34.24
1040,Jason Kidd,kiddja01,32-306,G,01/23/2006,RS,NJN,@,UTA,L,1,42,3,15,0.200,0.20,2.00,7.00,0.29,0.29,1.00,8.00,0.13,0.13,10,11,0.909,0.909,2,10,12,10,1,0,4,2,17,11.70,3.20,14.90,14.90,14.90,27.86,7.62,35.48
751,Jason Kidd,kiddja01,24-285,G,01/02/1998,RS,PHO,,DAL,W,1,44,7,22,0.318,0.32,5.00,14.00,0.36,0.36,2.00,8.00,0.25,0.25,4,6,0.667,0.667,4,8,12,14,3,0,7,2,20,12.20,4.60,16.80,16.80,16.80,27.73,10.45,38.18
708,Chris Childs,childch01,29-065,G,01/24/1997,RS,NYK,@,CHH,L,1,48,4,12,0.333,0.33,1.00,4.00,0.25,0.25,3.00,8.00,0.38,0.38,2,2,1.000,1.000,1,9,10,12,2,0,2,6,13,13.30,2.30,15.60,15.60,15.60,27.71,4.79,32.50
1468,Giannis Antetokounmpo,antetgi01,21-085,F-G,02/29/2016,RS,MIL,,HOU,W,1,42,7,13,0.538,0.54,7.00,12.00,0.58,0.58,0.00,1.00,0.00,0.00,4,11,0.364,0.364,0,16,16,11,4,2,5,4,18,11.60,8.60,20.20,20.20,20.20,27.62,20.48,48.10
1190,Darren Collison,collida01,22-180,G,02/19/2010,RS,NOH,,IND,W,1,45,7,13,0.538,0.54,6.00,11.00,0.55,0.55,1.00,2.00,0.50,0.50,3,4,0.750,0.750,1,12,13,12,3,1,8,2,18,12.40,6.50,18.90,18.90,18.90,27.56,14.44,42.00
824,Chris Webber,webbech01,27-048,F-C,04/18/2000,RS,SAC,,SEA,L,1,49,8,26,0.308,0.31,8.00,26.00,0.31,0.31,0.00,0.00,0.00,,7,8,0.875,0.875,4,6,10,13,2,2,6,4,23,13.50,3.60,17.10,17.10,17.10,27.55,7.35,34.90
1559,Russell Westbrook,westbru01,28-078,G,01/29/2017,RS,OKC,@,CLE,L,1,36,7,26,0.269,0.27,6.00,20.00,0.30,0.30,1.00,6.00,0.17,0.17,5,8,0.625,0.625,5,7,12,10,1,1,4,3,20,9.90,2.60,12.50,12.50,12.50,27.50,7.22,34.72
1248,Kyle Lowry,lowryky01,25-304,G,01/23/2012,RS,HOU,@,MIN,W,1,43,4,13,0.308,0.31,3.00,9.00,0.33,0.33,1.00,4.00,0.25,0.25,7,8,0.875,0.875,1,9,10,10,3,0,4,2,16,11.80,4.90,16.70,16.70,16.70,27.44,11.40,38.84
85,Magic Johnson,johnsma02,25-079,G-F,11/01/1984,RS,LAL,@,SEA,L,1,39,3,9,0.333,0.33,3.00,9.00,0.33,0.33,0.00,0.00,0.00,,4,5,0.800,0.800,2,8,10,14,3,0,5,2,10,10.70,4.60,15.30,15.30,15.30,27.44,11.79,39.23
1027,Jason Kidd,kiddja01,32-036,G,04/28/2005,PL,NJN,,MIA,L,1,54,6,19,0.316,0.32,5.00,13.00,0.38,0.39,1.00,6.00,0.17,0.17,3,6,0.500,0.500,4,12,16,13,3,0,1,4,16,14.80,5.00,19.80,19.80,19.80,27.41,9.26,36.67
839,Michael Finley,finlemi01,27-271,G-F,12/02/2000,RS,DAL,@,GSW,W,1,44,6,11,0.545,0.55,6.00,11.00,0.55,0.55,0.00,0.00,0.00,,1,2,0.500,0.500,1,12,13,10,1,1,3,1,13,12.00,4.90,16.90,16.90,16.90,27.27,11.14,38.41
881,Gary Payton,paytoga01,33-135,G,12/05/2001,RS,SEA,@,DET,L,1,46,9,24,0.375,0.38,9.00,20.00,0.45,0.45,0.00,4.00,0.00,0.00,3,4,0.750,0.750,1,14,15,12,1,0,4,5,21,12.50,3.20,15.70,15.70,15.70,27.17,6.96,34.13
628,Mookie Blaylock,blaylmo01,27-350,G,03/05/1995,RS,ATL,@,ORL,L,1,49,6,19,0.316,0.32,3.00,11.00,0.27,0.27,3.00,8.00,0.38,0.38,0,0,0.000,0.000,2,9,11,14,3,0,2,3,15,13.30,4.50,17.80,17.80,17.80,27.14,9.18,36.33
842,Antoine Walker,walkean02,24-126,F,12/16/2000,RS,BOS,@,CHH,L,1,45,7,20,0.350,0.35,6.00,13.00,0.46,0.46,1.00,7.00,0.14,0.14,5,6,0.833,0.833,4,7,11,10,0,0,6,1,20,12.20,1.70,13.90,13.90,13.90,27.11,3.78,30.89
979,Jason Kidd,kiddja01,30-332,G,02/18/2004,RS,NJN,,ATL,W,1,38,4,18,0.222,0.22,2.00,15.00,0.13,0.13,2.00,3.00,0.67,0.67,5,6,0.833,0.833,1,12,13,10,1,0,1,0,15,10.30,4.60,14.90,14.90,14.90,27.11,12.11,39.21
748,Grant Hill,hillgr01,25-059,F-G,12/03/1997,RS,DET,,PHO,W,1,55,11,24,0.458,0.46,11.00,24.00,0.46,0.46,0.00,0.00,0.00,,5,6,0.833,0.833,1,15,16,10,1,2,7,4,27,14.90,5.30,20.20,20.20,20.20,27.09,9.64,36.73
59,Magic Johnson,johnsma02,24-171,G-F,02/01/1984,RS,LAL,@,DEN,W,1,40,4,13,0.308,0.31,4.00,12.00,0.33,0.33,0.00,1.00,0.00,0.00,2,2,1.000,1.000,2,8,10,17,1,2,5,4,10,10.80,3.20,14.00,14.00,14.00,27.00,8.00,35.00
111,Mark Eaton,eatonma01,28-012,C,02/05/1985,RS,UTA,@,POR,L,1,36,7,15,0.467,0.47,7.00,15.00,0.47,0.47,0.00,0.00,0.00,,3,4,0.750,0.750,2,8,10,2,1,10,2,4,17,9.70,8.80,18.50,18.50,18.50,26.94,24.44,51.39
899,Ben Wallace,wallabe01,27-167,F-C,02/24/2002,RS,DET,@,MIL,L,1,39,5,7,0.714,0.71,5.00,7.00,0.71,0.71,0.00,0.00,0.00,,0,2,0.000,0.000,5,12,17,1,1,10,0,3,10,10.50,10.40,20.90,20.90,20.90,26.92,26.67,53.59
1221,Hedo Turkoglu,turkohe01,31-290,F,01/03/2011,RS,ORL,,GSW,W,1,38,3,9,0.333,0.33,2.00,6.00,0.33,0.33,1.00,3.00,0.33,0.33,3,4,0.750,0.750,1,13,14,10,5,0,2,3,10,10.20,7.70,17.90,17.90,17.90,26.84,20.26,47.11
1333,John Wall,walljo01,23-138,G,01/22/2014,RS,WAS,,BOS,L,1,44,9,29,0.310,0.31,9.00,25.00,0.36,0.36,0.00,4.00,0.00,0.00,10,13,0.769,0.769,1,10,11,10,3,0,6,5,28,11.80,4.00,15.80,15.80,15.80,26.82,9.09,35.91
648,Damon Stoudamire,stoudda01,22-079,G,11/21/1995,RS,TOR,,SEA,W,1,44,6,17,0.353,0.35,3.00,8.00,0.38,0.38,3.00,9.00,0.33,0.33,5,6,0.833,0.833,0,12,12,11,4,0,6,4,20,11.80,6.00,17.80,17.80,17.80,26.82,13.64,40.45
468,Hakeem Olajuwon,olajuha01,27-333,C,12/20/1990,RS,HOU,,ORL,W,1,50,10,25,0.400,0.40,10.00,25.00,0.40,0.40,0.00,0.00,0.00,,4,5,0.800,0.800,5,11,16,4,2,11,3,5,24,13.40,11.00,24.40,24.40,24.40,26.80,22.00,48.80
75,Elvin Hayes,hayesel01,38-148,F-C,04/13/1984,RS,HOU,,SAS,L,1,53,7,20,0.350,0.35,7.00,20.00,0.35,0.35,0.00,0.00,0.00,,2,5,0.400,0.400,7,10,17,11,0,1,2,5,16,14.20,1.70,15.90,15.90,15.90,26.79,3.21,30.00
1423,Rajon Rondo,rondora01,29-258,G,11/07/2015,RS,SAC,,GSW,L,1,44,7,20,0.350,0.35,7.00,17.00,0.41,0.41,0.00,3.00,0.00,0.00,0,0,0.000,0.000,2,10,12,15,4,0,3,3,14,11.70,5.80,17.50,17.50,17.50,26.59,13.18,39.77
57,Ray Williams,willira01,29-084,G,01/06/1984,RS,NYK,@,DET,L,1,32,5,15,0.333,0.33,5.00,14.00,0.36,0.36,0.00,1.00,0.00,0.00,2,3,0.667,0.667,2,8,10,10,2,1,3,5,12,8.50,3.10,11.60,11.60,11.60,26.56,9.69,36.25
1096,Jason Kidd,kiddja01,34-015,G,04/07/2007,RS,NJN,,WAS,W,1,40,4,12,0.333,0.33,3.00,6.00,0.50,0.50,1.00,6.00,0.17,0.17,1,2,0.500,0.500,6,10,16,18,4,0,9,1,10,10.60,6.60,17.20,17.20,17.20,26.50,16.50,43.00
770,Jason Kidd,kiddja01,25-331,G,02/17/1999,RS,PHO,@,SAS,W,1,44,6,14,0.429,0.43,6.00,14.00,0.43,0.43,0.00,0.00,0.00,,2,4,0.500,0.500,4,11,15,10,2,0,4,4,14,11.60,3.70,15.30,15.30,15.30,26.36,8.41,34.77
1112,Jason Kidd,kiddja01,34-249,G,11/27/2007,RS,NJN,,MEM,L,1,42,5,14,0.357,0.36,3.00,8.00,0.38,0.38,2.00,6.00,0.33,0.33,0,0,0.000,0.000,2,13,15,12,0,0,3,4,12,11.00,2.30,13.30,13.30,13.30,26.19,5.48,31.67
338,Magic Johnson,johnsma02,29-166,G-F,01/27/1989,RS,LAL,,CHH,W,1,31,4,14,0.286,0.29,4.00,13.00,0.31,0.31,0.00,1.00,0.00,0.00,4,5,0.800,0.800,1,9,10,10,2,0,3,0,12,8.10,4.70,12.80,12.80,12.80,26.13,15.16,41.29
358,Otis Thorpe,thorpot01,26-223,F-C,03/16/1989,RS,HOU,,MIL,W,1,38,4,13,0.308,0.31,4.00,13.00,0.31,0.31,0.00,0.00,0.00,,2,3,0.667,0.667,3,8,11,11,0,0,2,2,10,9.90,1.60,11.50,11.50,11.50,26.05,4.21,30.26
1044,Joe Johnson,johnsjo02,24-217,G-F,02/01/2006,RS,ATL,@,CHA,W,1,43,5,16,0.313,0.31,5.00,11.00,0.45,0.46,0.00,5.00,0.00,0.00,5,6,0.833,0.833,3,7,10,11,1,1,4,2,15,11.20,3.00,14.20,14.20,14.20,26.05,6.98,33.02
810,Gary Payton,paytoga01,31-233,G,03/12/2000,RS,SEA,,TOR,L,1,48,8,23,0.348,0.35,7.00,18.00,0.39,0.39,1.00,5.00,0.20,0.20,5,10,0.500,0.500,2,8,10,10,2,0,3,0,22,12.50,4.40,16.90,16.90,16.90,26.04,9.17,35.21
972,Antoine Walker,walkean02,27-153,F,01/12/2004,RS,DAL,@,NYK,W,1,47,6,18,0.333,0.33,4.00,13.00,0.31,0.31,2.00,5.00,0.40,0.40,0,1,0.000,0.000,3,9,12,11,1,1,1,3,14,12.20,3.20,15.40,15.40,15.40,25.96,6.81,32.77
1078,Jason Kidd,kiddja01,33-270,G,12/18/2006,RS,NJN,,GSW,W,1,37,4,14,0.286,0.29,2.00,8.00,0.25,0.25,2.00,6.00,0.33,0.33,0,0,0.000,0.000,2,9,11,12,2,0,2,1,10,9.60,4.30,13.90,13.90,13.90,25.95,11.62,37.57
44,Magic Johnson,johnsma02,24-080,G-F,11/02/1983,RS,LAL,@,SDC,L,1,39,4,8,0.500,0.50,3.00,7.00,0.43,0.43,1.00,1.00,1.00,"1,000.00",3,4,0.750,0.750,2,9,11,13,4,1,8,1,12,10.10,7.00,17.10,17.10,17.10,25.90,17.95,43.85
350,Clyde Drexler,drexlcl01,26-247,G,02/24/1989,RS,POR,@,CLE,L,1,41,6,26,0.231,0.23,6.00,25.00,0.24,0.24,0.00,1.00,0.00,0.00,6,8,0.750,0.750,4,7,11,12,4,1,2,3,18,10.60,5.60,16.20,16.20,16.20,25.85,13.66,39.51
1299,Kevin Durant,duranke01,24-144,F-G,02/20/2013,RS,OKC,@,HOU,L,1,42,4,13,0.308,0.31,4.00,11.00,0.36,0.36,0.00,2.00,0.00,0.00,8,9,0.889,0.889,0,12,12,11,2,1,5,2,16,10.80,5.50,16.30,16.30,16.30,25.71,13.10,38.81
1120,Marcus Camby,cambyma01,33-279,C-F,12/26/2007,RS,DEN,,MIL,W,1,30,4,7,0.571,0.57,3.00,6.00,0.50,0.50,1.00,1.00,1.00,"1,000.00",1,4,0.250,0.250,1,10,11,5,2,10,2,1,10,7.70,11.60,19.30,19.30,19.30,25.67,38.67,64.33
919,Ben Wallace,wallabe01,28-071,F-C,11/20/2002,RS,DET,,MIA,W,1,43,6,8,0.750,0.75,6.00,8.00,0.75,0.75,0.00,0.00,0.00,,0,0,0.000,0.000,5,14,19,1,1,10,2,2,12,11.00,11.40,22.40,22.40,22.40,25.58,26.51,52.09
154,Alvin Robertson,roberal01,23-159,G,12/28/1985,RS,SAS,,DEN,W,1,40,6,11,0.545,0.55,6.00,11.00,0.55,0.55,0.00,0.00,0.00,,2,5,0.400,0.400,1,9,10,10,5,1,5,1,14,10.20,8.00,18.20,18.20,18.20,25.50,20.00,45.50
1359,Kemba Walker,walkeke02,23-331,G,04/04/2014,RS,CHA,,ORL,W,1,35,5,15,0.333,0.33,4.00,14.00,0.29,0.29,1.00,1.00,1.00,"1,000.00",2,2,1.000,1.000,2,8,10,10,1,0,4,2,13,8.90,2.60,11.50,11.50,11.50,25.43,7.43,32.86
543,Micheal Williams,willimi02,26-145,G,12/15/1992,RS,MIN,,BOS,L,1,50,4,12,0.333,0.33,4.00,11.00,0.36,0.36,0.00,1.00,0.00,0.00,8,8,1.000,1.000,1,9,10,14,3,2,7,6,16,12.70,4.70,17.40,17.40,17.40,25.40,9.40,34.80
1285,Jrue Holiday,holidjr01,22-204,G,01/02/2013,RS,PHI,@,PHO,L,1,39,6,16,0.375,0.38,5.00,13.00,0.38,0.39,1.00,3.00,0.33,0.33,3,4,0.750,0.750,3,7,10,10,2,2,6,3,16,9.90,4.30,14.20,14.20,14.20,25.38,11.03,36.41
1303,Kyle Lowry,lowryky01,26-342,G,03/02/2013,RS,TOR,@,MIL,L,1,36,4,7,0.571,0.57,2.00,3.00,0.67,0.67,2.00,4.00,0.50,0.50,0,0,0.000,0.000,2,8,10,10,5,0,6,5,10,9.10,5.40,14.50,14.50,14.50,25.28,15.00,40.28
993,Kevin Garnett,garneke01,27-338,F-C,04/21/2004,PL,MIN,,DEN,W,1,44,9,27,0.333,0.33,9.00,26.00,0.35,0.35,0.00,1.00,0.00,0.00,2,2,1.000,1.000,2,20,22,10,1,3,2,1,20,11.10,8.70,19.80,19.80,19.80,25.23,19.77,45.00
79,Magic Johnson,johnsma02,24-266,G-F,05/06/1984,PL,LAL,@,DAL,W,1,47,6,16,0.375,0.38,6.00,14.00,0.43,0.43,0.00,2.00,0.00,0.00,2,3,0.667,0.667,4,7,11,16,2,1,7,2,14,11.80,4.00,15.80,15.80,15.80,25.11,8.51,33.62
820,Mike Bibby,bibbymi01,21-325,G,04/02/2000,RS,VAN,,DAL,L,1,40,5,13,0.385,0.39,5.00,12.00,0.42,0.42,0.00,1.00,0.00,0.00,4,4,1.000,1.000,2,9,11,11,7,0,6,3,14,10.00,8.50,18.50,18.50,18.50,25.00,21.25,46.25
329,John Williams,willijo02,22-072,F-C,01/06/1989,RS,WSB,,MIL,L,0,42,5,13,0.385,0.39,5.00,12.00,0.42,0.42,0.00,1.00,0.00,0.00,1,5,0.200,0.200,3,7,10,13,5,0,3,4,11,10.50,5.50,16.00,16.00,16.00,25.00,13.10,38.10
1338,Steve Blake,blakest01,33-344,G,02/05/2014,RS,LAL,@,CLE,W,1,40,2,7,0.286,0.29,0.00,0.00,#DIV/0!,,2.00,7.00,0.29,0.29,5,6,0.833,0.833,0,10,10,15,3,0,7,2,11,10.00,5.20,15.20,15.20,15.20,25.00,13.00,38.00
1286,Rajon Rondo,rondora01,26-318,G,01/05/2013,RS,BOS,@,ATL,W,1,39,7,16,0.438,0.44,7.00,14.00,0.50,0.50,0.00,2.00,0.00,0.00,0,0,0.000,0.000,3,8,11,10,3,0,5,3,14,9.70,4.20,13.90,13.90,13.90,24.87,10.77,35.64
901,Jamaal Tinsley,tinslja01,24-015,G,03/15/2002,RS,IND,@,MIN,W,1,37,4,11,0.364,0.36,4.00,7.00,0.57,0.57,0.00,4.00,0.00,0.00,3,4,0.750,0.750,1,9,10,10,1,0,3,0,11,9.20,3.70,12.90,12.90,12.90,24.86,10.00,34.86
1292,Rajon Rondo,rondora01,26-338,G,01/25/2013,RS,BOS,@,ATL,L,1,45,8,18,0.444,0.44,8.00,17.00,0.47,0.47,0.00,1.00,0.00,0.00,0,0,0.000,0.000,4,6,10,11,1,0,6,4,16,11.10,1.20,12.30,12.30,12.30,24.67,2.67,27.33
1124,Josh Smith,smithjo03,22-049,F,01/23/2008,RS,ATL,@,DEN,L,1,41,8,23,0.348,0.35,8.00,22.00,0.36,0.36,0.00,1.00,0.00,0.00,6,7,0.857,0.857,2,10,12,10,3,5,7,4,22,10.10,7.90,18.00,18.00,18.00,24.63,19.27,43.90
54,Sidney Moncrief,moncrsi01,26-093,G,12/23/1983,RS,MIL,@,CLE,W,1,44,5,16,0.313,0.31,5.00,16.00,0.31,0.31,0.00,0.00,0.00,,6,7,0.857,0.857,2,8,10,10,1,0,4,5,16,10.80,1.40,12.20,12.20,12.20,24.55,3.18,27.73
1425,Rajon Rondo,rondora01,29-262,G,11/11/2015,RS,SAC,,DET,W,1,48,6,16,0.375,0.38,5.00,14.00,0.36,0.36,1.00,2.00,0.50,0.50,1,2,0.500,0.500,2,9,11,15,3,0,5,1,14,11.70,5.30,17.00,17.00,17.00,24.38,11.04,35.42
677,Grant Hill,hillgr01,23-151,F-G,03/04/1996,RS,DET,,ATL,W,1,42,6,19,0.316,0.32,5.00,18.00,0.28,0.28,1.00,1.00,1.00,"1,000.00",4,4,1.000,1.000,1,10,11,12,0,0,5,3,17,10.20,1.80,12.00,12.00,12.00,24.29,4.29,28.57
644,Jason Kidd,kiddja01,22-028,G,04/20/1995,RS,DAL,,SAS,L,1,33,4,12,0.333,0.33,2.00,8.00,0.25,0.25,2.00,4.00,0.50,0.50,0,0,0.000,0.000,1,11,12,13,2,1,5,0,10,8.00,6.00,14.00,14.00,14.00,24.24,18.18,42.42
1438,Raymond Felton,feltora01,31-169,G,12/12/2015,RS,DAL,,WAS,L,1,38,3,11,0.273,0.27,3.00,8.00,0.38,0.38,0.00,3.00,0.00,0.00,4,4,1.000,1.000,0,11,11,11,1,0,2,2,10,9.20,3.50,12.70,12.70,12.70,24.21,9.21,33.42
933,Jermaine O'Neal,onealje01,24-101,F-C,01/22/2003,RS,IND,,TOR,W,1,43,7,14,0.500,0.50,7.00,14.00,0.50,0.50,0.00,0.00,0.00,,4,5,0.800,0.800,1,9,10,3,0,10,3,4,18,10.40,8.10,18.50,18.50,18.50,24.19,18.84,43.02
342,Michael Jordan,jordami01,25-349,G-F,01/31/1989,RS,CHI,,DET,L,1,41,7,24,0.292,0.29,7.00,23.00,0.30,0.30,0.00,1.00,0.00,0.00,7,10,0.700,0.700,3,9,12,10,2,1,5,6,21,9.90,3.00,12.90,12.90,12.90,24.15,7.32,31.46
784,Jason Kidd,kiddja01,26-037,G,04/29/1999,RS,PHO,@,DEN,W,1,45,5,16,0.313,0.31,4.00,10.00,0.40,0.40,1.00,6.00,0.17,0.17,0,0,0.000,0.000,6,7,13,11,1,0,3,4,11,10.70,1.50,12.20,12.20,12.20,23.78,3.33,27.11
759,Grant Hill,hillgr01,25-182,F-G,04/05/1998,RS,DET,,LAL,L,1,51,4,17,0.235,0.24,4.00,17.00,0.24,0.24,0.00,0.00,0.00,,10,12,0.833,0.833,4,12,16,12,3,0,6,1,18,12.10,6.20,18.30,18.30,18.30,23.73,12.16,35.88
221,Fat Lever,leverfa01,26-184,G,02/18/1987,RS,DEN,,LAL,L,1,38,4,14,0.286,0.29,4.00,13.00,0.31,0.31,0.00,1.00,0.00,0.00,2,2,1.000,1.000,2,8,10,14,7,1,4,2,10,9.00,9.30,18.30,18.30,18.30,23.68,24.47,48.16
582,Dikembe Mutombo,mutomdi01,27-154,C,11/26/1993,RS,DEN,,POR,W,1,39,7,16,0.438,0.44,7.00,16.00,0.44,0.44,0.00,0.00,0.00,,3,8,0.375,0.375,7,6,13,1,0,11,3,4,17,9.20,7.90,17.10,17.10,17.10,23.59,20.26,43.85
1541,James Harden,hardeja01,27-129,G,01/02/2017,RS,HOU,,WAS,W,1,42,6,24,0.250,0.25,4.00,13.00,0.31,0.31,2.00,11.00,0.18,0.18,9,10,0.900,0.900,1,9,10,10,3,0,6,1,23,9.90,5.30,15.20,15.20,15.20,23.57,12.62,36.19
1033,Dwyane Wade,wadedw01,23-352,G,01/04/2006,RS,MIA,@,NOK,L,1,37,7,16,0.438,0.44,7.00,16.00,0.44,0.44,0.00,0.00,0.00,,5,9,0.556,0.556,1,9,10,10,0,0,8,3,19,8.70,1.50,10.20,10.20,10.20,23.51,4.05,27.57
775,Scottie Pippen,pippesc01,33-153,F-G,02/25/1999,RS,HOU,,ATL,L,1,46,6,14,0.429,0.43,4.00,9.00,0.44,0.44,2.00,5.00,0.40,0.40,1,4,0.250,0.250,1,9,10,11,1,0,4,3,15,10.80,2.50,13.30,13.30,13.30,23.48,5.43,28.91
1378,Michael Carter-Williams,cartemi01,23-064,G,12/13/2014,RS,PHI,,MEM,L,1,38,7,18,0.389,0.39,6.00,14.00,0.43,0.43,1.00,4.00,0.25,0.25,1,2,0.500,0.500,2,9,11,11,0,0,6,4,16,8.90,1.10,10.00,10.00,10.00,23.42,2.89,26.32
879,Jason Kidd,kiddja01,28-246,G,11/24/2001,RS,NJN,@,SAC,L,1,41,6,16,0.375,0.38,4.00,10.00,0.40,0.40,2.00,6.00,0.33,0.33,2,2,1.000,1.000,0,10,10,12,0,0,6,1,16,9.60,2.60,12.20,12.20,12.20,23.41,6.34,29.76
486,Clyde Drexler,drexlcl01,28-249,G,02/26/1991,RS,POR,@,SAS,L,1,44,5,17,0.294,0.29,4.00,13.00,0.31,0.31,1.00,4.00,0.25,0.25,0,0,0.000,0.000,5,9,14,11,1,0,2,4,11,10.30,2.10,12.40,12.40,12.40,23.41,4.77,28.18
1181,Rafer Alston,alstora01,33-112,G,11/13/2009,RS,NJN,@,ORL,L,1,42,7,20,0.350,0.35,6.00,16.00,0.38,0.38,1.00,4.00,0.25,0.25,2,2,1.000,1.000,0,10,10,10,0,0,3,2,17,9.80,2.20,12.00,12.00,12.00,23.33,5.24,28.57
357,Magic Johnson,johnsma02,29-211,G-F,03/13/1989,RS,LAL,,HOU,W,1,43,4,23,0.174,0.17,3.00,19.00,0.16,0.16,1.00,4.00,0.25,0.25,10,10,1.000,1.000,4,8,12,11,1,1,5,4,19,10.00,2.50,12.50,12.50,12.50,23.26,5.81,29.07
1126,Jason Kidd,kiddja01,34-308,G,01/25/2008,RS,NJN,@,DEN,L,1,40,5,12,0.417,0.42,3.00,7.00,0.43,0.43,2.00,5.00,0.40,0.40,1,1,1.000,1.000,1,10,11,10,2,2,5,2,13,9.30,5.60,14.90,14.90,14.90,23.25,14.00,37.25
188,Mark Eaton,eatonma01,29-281,C,11/01/1986,RS,UTA,,POR,W,1,38,4,18,0.222,0.22,4.00,18.00,0.22,0.22,0.00,0.00,0.00,,7,10,0.700,0.700,8,12,20,2,3,12,1,4,15,8.80,13.40,22.20,22.20,22.20,23.16,35.26,58.42
973,Antoine Walker,walkean02,27-155,F,01/14/2004,RS,DAL,,PHI,W,1,51,4,19,0.211,0.21,4.00,13.00,0.31,0.31,0.00,6.00,0.00,0.00,3,6,0.500,0.500,8,9,17,13,0,0,1,6,11,11.80,0.30,12.10,12.10,12.10,23.14,0.59,23.73
