Rk,Player,link,Age,Pos,Date,RG/PL,Tm,,Opp,,GS,MP,FG,FGA,FG%_pt,FG%,2P,2PA,2P%_pt,2P%,3P,3PA,3P%_pt,3P%,FT,FTA,FT%_pt,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Off Production,Def Production,,GmSc_pt,GmSc,oTDR,dTDR,TDR
271,Fat Lever,leverfa01,27-142,G,01/07/1988,RS,DEN,@,CHI,L,1,43,14,25,0.560,0.56,13.00,24.00,0.54,0.54,1.00,1.00,1.00,"1,000.00",2,3,0.667,0.667,4,12,16,12,6,1,6,4,31,23.90,8.70,32.60,32.60,32.60,55.58,20.23,75.81
155,Clyde Drexler,drexlcl01,23-191,G,12/30/1985,RS,POR,,SAS,W,0,38,9,16,0.563,0.56,9.00,16.00,0.56,0.56,0.00,0.00,0.00,,5,8,0.625,0.625,6,9,15,11,3,0,5,5,23,21.10,3.70,24.80,24.80,24.80,55.53,9.74,65.26
1165,Pau Gasol,gasolpa01,28-226,F-C,02/17/2009,RS,LAL,,ATL,W,1,31,6,10,0.600,0.60,6.00,10.00,0.60,0.60,0.00,0.00,0.00,,0,0,0.000,0.000,4,9,13,10,0,2,0,2,12,17.20,3.30,20.50,20.50,20.50,55.48,10.65,66.13
109,Artis Gilmore,gilmoar01,35-136,C,02/04/1985,RS,SAS,,GSW,W,1,37,5,8,0.625,0.63,5.00,8.00,0.63,0.63,0.00,0.00,0.00,,15,21,0.714,0.714,4,9,13,1,2,10,2,5,25,20.50,9.70,30.20,30.20,30.20,55.41,26.22,81.62
1273,Kevin Durant,duranke01,24-050,F-G,11/18/2012,RS,OKC,,GSW,W,1,39,8,16,0.500,0.50,5.00,11.00,0.45,0.46,3.00,5.00,0.60,0.60,6,7,0.857,0.857,0,13,13,10,2,0,2,0,25,21.60,5.90,27.50,27.50,27.50,55.38,15.13,70.51
401,Danny Ainge,aingeda01,30-263,G,12/05/1989,RS,SAC,,MIL,W,1,43,12,23,0.522,0.52,12.00,17.00,0.71,0.71,0.00,6.00,0.00,0.00,3,4,0.750,0.750,2,9,11,13,2,0,2,1,27,23.80,4.30,28.10,28.10,28.10,55.35,10.00,65.35
286,Magic Johnson,johnsma02,28-189,G-F,02/19/1988,RS,LAL,@,ATL,W,1,49,9,18,0.500,0.50,8.00,17.00,0.47,0.47,1.00,1.00,1.00,"1,000.00",10,13,0.769,0.769,0,11,11,19,1,0,5,0,29,27.10,4.30,31.40,31.40,31.40,55.31,8.78,64.08
466,Magic Johnson,johnsma02,31-112,G-F,12/04/1990,RS,LAL,,DET,W,1,36,9,17,0.529,0.53,9.00,15.00,0.60,0.60,0.00,2.00,0.00,0.00,3,3,1.000,1.000,2,10,12,14,0,0,4,2,21,19.90,2.20,22.10,22.10,22.10,55.28,6.11,61.39
1176,Rajon Rondo,rondora01,23-057,G,04/20/2009,PL,BOS,,CHI,W,1,40,7,18,0.389,0.39,7.00,17.00,0.41,0.41,0.00,1.00,0.00,0.00,5,8,0.625,0.625,7,5,12,16,5,0,2,1,19,22.10,6.10,28.20,28.20,28.20,55.25,15.25,70.50
1271,Greg Monroe,monrogr01,22-156,C-F,11/07/2012,RS,DET,@,SAC,L,1,40,8,15,0.533,0.53,8.00,15.00,0.53,0.53,0.00,0.00,0.00,,5,7,0.714,0.714,5,7,12,11,1,0,2,4,21,22.10,1.50,23.60,23.60,23.60,55.25,3.75,59.00
1109,Caron Butler,butleca01,27-255,F,11/23/2007,RS,WAS,,GSW,L,1,42,12,21,0.571,0.57,10.00,18.00,0.56,0.56,2.00,3.00,0.67,0.67,0,0,0.000,0.000,3,8,11,10,2,0,2,3,26,23.20,3.20,26.40,26.40,26.40,55.24,7.62,62.86
1473,Matt Barnes,barnema02,36-002,F,03/11/2016,RS,MEM,,NOP,W,1,44,8,19,0.421,0.42,4.00,11.00,0.36,0.36,4.00,8.00,0.50,0.50,6,6,1.000,1.000,2,9,11,10,2,0,0,5,26,24.30,2.70,27.00,27.00,27.00,55.23,6.14,61.36
94,Larry Bird,birdla01,28-019,F,12/26/1984,RS,BOS,@,PHO,W,1,46,15,26,0.577,0.58,15.00,25.00,0.60,0.60,0.00,1.00,0.00,0.00,4,5,0.800,0.800,0,11,11,10,3,0,3,4,34,25.40,4.70,30.10,30.10,30.10,55.22,10.22,65.43
212,Fat Lever,leverfa01,26-164,G,01/29/1987,RS,DEN,,DAL,L,1,37,11,20,0.550,0.55,11.00,17.00,0.65,0.65,0.00,3.00,0.00,0.00,2,4,0.500,0.500,4,10,14,10,3,2,3,4,24,20.40,5.80,26.20,26.20,26.20,55.14,15.68,70.81
1437,Kevin Durant,duranke01,27-072,F-G,12/10/2015,RS,OKC,,ATL,W,1,37,8,14,0.571,0.57,6.00,12.00,0.50,0.50,2.00,2.00,1.00,"1,000.00",7,7,1.000,1.000,0,12,12,10,1,0,5,2,25,20.40,3.80,24.20,24.20,24.20,55.14,10.27,65.41
801,Steve Francis,francst01,22-340,G,01/27/2000,RS,HOU,,GSW,L,1,39,7,20,0.350,0.35,6.00,17.00,0.35,0.35,1.00,3.00,0.33,0.33,10,15,0.667,0.667,7,10,17,14,2,1,5,3,25,21.50,4.50,26.00,26.00,26.00,55.13,11.54,66.67
150,Jeff Ruland,rulanje01,26-353,C-F,12/04/1985,RS,WSB,@,PHI,L,1,47,13,21,0.619,0.62,13.00,21.00,0.62,0.62,0.00,0.00,0.00,,2,5,0.400,0.400,8,8,16,10,1,2,4,5,28,25.90,2.80,28.70,28.70,28.70,55.11,5.96,61.06
252,Rodney McCray,mccraro01,25-256,F-G,05/12/1987,PL,HOU,,SEA,W,1,47,9,12,0.750,0.75,9.00,12.00,0.75,0.75,0.00,0.00,0.00,,6,7,0.857,0.857,2,8,10,11,1,0,2,2,24,25.90,2.60,28.50,28.50,28.50,55.11,5.53,60.64
1528,James Harden,hardeja01,27-110,G,12/14/2016,RS,HOU,,SAC,W,1,30,4,7,0.571,0.57,1.00,1.00,1.00,"1,000.00",3.00,6.00,0.50,0.50,4,4,1.000,1.000,0,11,11,14,1,0,5,0,15,16.50,4.30,20.80,20.80,20.80,55.00,14.33,69.33
663,Grant Hill,hillgr01,23-100,F-G,01/13/1996,RS,DET,@,NJN,W,1,44,10,21,0.476,0.48,10.00,21.00,0.48,0.48,0.00,0.00,0.00,,6,10,0.600,0.600,2,11,13,13,1,1,0,1,26,24.20,4.60,28.80,28.80,28.80,55.00,10.45,65.45
65,Magic Johnson,johnsma02,24-182,G-F,02/12/1984,RS,LAL,,ATL,W,1,36,9,13,0.692,0.69,9.00,12.00,0.75,0.75,0.00,1.00,0.00,0.00,5,8,0.625,0.625,0,10,10,15,1,0,7,2,23,19.80,3.20,23.00,23.00,23.00,55.00,8.89,63.89
1357,Blake Griffin,griffbl01,25-018,F,04/03/2014,RS,LAC,,DAL,L,1,40,9,23,0.391,0.39,9.00,23.00,0.39,0.39,0.00,0.00,0.00,,7,7,1.000,1.000,4,6,10,11,1,1,1,5,25,22.00,1.50,23.50,23.50,23.50,55.00,3.75,58.75
1290,LeBron James,jamesle01,28-024,F-G,01/23/2013,RS,MIA,,TOR,W,1,45,12,23,0.522,0.52,11.00,18.00,0.61,0.61,1.00,5.00,0.20,0.20,6,7,0.857,0.857,1,9,10,11,0,0,3,1,31,24.70,2.30,27.00,27.00,27.00,54.89,5.11,60.00
719,Chris Webber,webbech01,24-000,F-C,03/01/1997,RS,WSB,,GSW,W,1,44,10,16,0.625,0.63,9.00,14.00,0.64,0.64,1.00,2.00,0.50,0.50,2,6,0.333,0.333,7,8,15,10,2,2,2,5,23,24.10,3.80,27.90,27.90,27.90,54.77,8.64,63.41
1087,Carmelo Anthony,anthoca01,22-252,F,02/05/2007,RS,DEN,,PHO,L,1,40,12,27,0.444,0.44,12.00,25.00,0.48,0.48,0.00,2.00,0.00,0.00,7,8,0.875,0.875,2,8,10,10,0,0,3,2,31,21.90,1.60,23.50,23.50,23.50,54.75,4.00,58.75
753,Antoine Walker,walkean02,21-173,F,02/01/1998,RS,BOS,,HOU,W,1,43,10,21,0.476,0.48,6.00,14.00,0.43,0.43,4.00,7.00,0.57,0.57,3,4,0.750,0.750,8,6,14,10,1,1,5,0,27,23.50,3.50,27.00,27.00,27.00,54.65,8.14,62.79
1454,Draymond Green,greendr01,25-333,F,01/31/2016,RS,GSW,@,NYK,W,1,37,9,9,1.000,"1,000.00",7.00,7.00,1.00,"1,000.00",2.00,2.00,1.00,"1,000.00",0,2,0.000,0.000,1,9,10,10,2,2,4,2,20,20.20,5.30,25.50,25.50,25.50,54.59,14.32,68.92
1217,Paul Pierce,piercpa01,33-067,F-G,12/19/2010,RS,BOS,,IND,W,1,37,6,8,0.750,0.75,6.00,6.00,1.00,"1,000.00",0.00,2.00,0.00,0.00,6,6,1.000,1.000,0,10,10,12,4,1,3,3,18,20.20,6.50,26.70,26.70,26.70,54.59,17.57,72.16
796,Michael Finley,finlemi01,26-292,G-F,12/23/1999,RS,DAL,@,PHO,W,1,48,12,25,0.480,0.48,10.00,22.00,0.45,0.46,2.00,3.00,0.67,0.67,7,8,0.875,0.875,6,7,13,13,4,0,7,2,33,26.20,5.30,31.50,31.50,31.50,54.58,11.04,65.63
51,Marques Johnson,johnsma01,27-295,F-G,11/30/1983,RS,MIL,,DEN,W,1,33,9,20,0.450,0.45,9.00,20.00,0.45,0.45,0.00,0.00,0.00,,3,4,0.750,0.750,3,7,10,11,2,1,2,1,21,18.00,4.40,22.40,22.40,22.40,54.55,13.33,67.88
602,Mitch Richmond,richmmi01,28-231,G,02/16/1994,RS,SAC,,PHI,W,1,44,10,15,0.667,0.67,8.00,13.00,0.62,0.62,2.00,2.00,1.00,"1,000.00",9,12,0.750,0.750,1,11,12,10,1,0,7,4,31,24.00,2.70,26.70,26.70,26.70,54.55,6.14,60.68
416,Sam Vincent,vincesa01,26-257,G,01/30/1990,RS,ORL,,IND,W,1,44,6,11,0.545,0.55,6.00,11.00,0.55,0.55,0.00,0.00,0.00,,9,9,1.000,1.000,2,9,11,17,0,0,5,1,21,24.00,2.30,26.30,26.30,26.30,54.55,5.23,59.77
229,Hakeem Olajuwon,olajuha01,24-048,C,03/10/1987,RS,HOU,,SEA,L,1,53,14,29,0.483,0.48,14.00,29.00,0.48,0.48,0.00,0.00,0.00,,10,14,0.714,0.714,10,7,17,6,7,12,4,5,38,28.90,15.50,44.40,44.40,44.40,54.53,29.25,83.77
1507,Julius Randle,randlju01,21-352,F,11/15/2016,RS,LAL,,BRK,W,1,31,5,8,0.625,0.63,5.00,8.00,0.63,0.63,0.00,0.00,0.00,,7,10,0.700,0.700,1,13,14,10,0,0,3,1,17,16.90,3.50,20.40,20.40,20.40,54.52,11.29,65.81
1037,Baron Davis,davisba01,26-276,G,01/14/2006,RS,GSW,,LAL,L,1,40,10,21,0.476,0.48,7.00,13.00,0.54,0.54,3.00,8.00,0.38,0.38,1,2,0.500,0.500,4,7,11,13,1,0,3,4,24,21.80,1.50,23.30,23.30,23.30,54.50,3.75,58.25
160,Lewis Lloyd,lloydle01,26-326,G-F,01/14/1986,RS,HOU,,UTA,L,1,47,13,20,0.650,0.65,13.00,20.00,0.65,0.65,0.00,0.00,0.00,,2,3,0.667,0.667,4,6,10,10,2,1,3,2,28,25.60,3.70,29.30,29.30,29.30,54.47,7.87,62.34
1452,James Harden,hardeja01,26-151,G,01/24/2016,RS,HOU,,DAL,W,1,36,7,18,0.389,0.39,4.00,8.00,0.50,0.50,3.00,10.00,0.30,0.30,6,6,1.000,1.000,2,13,15,10,0,2,2,1,23,19.60,4.90,24.50,24.50,24.50,54.44,13.61,68.06
492,Magic Johnson,johnsma02,31-227,G-F,03/29/1991,RS,LAL,,POR,L,1,43,7,13,0.538,0.54,6.00,11.00,0.55,0.55,1.00,2.00,0.50,0.50,8,9,0.889,0.889,1,9,10,12,0,0,2,4,23,23.40,1.10,24.50,24.50,24.50,54.42,2.56,56.98
25,Oscar Robertson,roberos01,23,G,01/07/1962,RS,CIN,,CHI,W,1,44,10,21,0.478,0.48,10.00,20.92,0.48,0.48,,,,,5,6,0.833,0.833,2,9,11,12,,,,,25,24.10,2.55,26.66,26.66,,54.41,5.76,60.17
378,Fat Lever,leverfa01,28-234,G,04/09/1989,RS,DEN,@,POR,L,1,41,10,22,0.455,0.46,5.00,15.00,0.33,0.33,5.00,7.00,0.71,0.71,1,2,0.500,0.500,2,9,11,11,3,0,1,4,26,22.30,4.10,26.40,26.40,26.40,54.39,10.00,64.39
435,Scott Skiles,skilesc01,26-015,G,03/20/1990,RS,ORL,@,NYK,W,1,48,6,17,0.353,0.35,5.00,14.00,0.36,0.36,1.00,3.00,0.33,0.33,10,10,1.000,1.000,1,11,12,17,1,0,0,4,23,26.10,2.70,28.80,28.80,28.80,54.38,5.63,60.00
246,Fat Lever,leverfa01,26-232,G,04/07/1987,RS,DEN,@,GSW,W,1,46,12,20,0.600,0.60,12.00,20.00,0.60,0.60,0.00,0.00,0.00,,4,6,0.667,0.667,0,11,11,10,3,0,0,3,28,25.00,5.10,30.10,30.10,30.10,54.35,11.09,65.43
864,Chris Webber,webbech01,28-019,F-C,03/20/2001,RS,SAC,,HOU,W,1,42,11,19,0.579,0.58,11.00,19.00,0.58,0.58,0.00,0.00,0.00,,6,7,0.857,0.857,1,9,10,12,6,0,5,2,28,22.80,7.90,30.70,30.70,30.70,54.29,18.81,73.10
598,Clarence Weatherspoon,weathcl01,23-152,F,02/07/1994,RS,PHI,,CHH,W,1,40,7,11,0.636,0.64,7.00,11.00,0.64,0.64,0.00,0.00,0.00,,1,1,1.000,1.000,5,10,15,13,0,0,1,3,15,21.70,1.80,23.50,23.50,23.50,54.25,4.50,58.75
755,Rod Strickland,stricro02,31-242,G,03/10/1998,RS,WAS,@,MIL,W,1,29,6,11,0.545,0.55,6.00,11.00,0.55,0.55,0.00,0.00,0.00,,5,6,0.833,0.833,2,9,11,10,2,0,4,2,17,15.70,3.90,19.60,19.60,19.60,54.14,13.45,67.59
529,Ron Harper,harpero01,28-088,G-F,04/17/1992,RS,LAC,@,GSW,L,1,46,9,20,0.450,0.45,6.00,16.00,0.38,0.38,3.00,4.00,0.75,0.75,7,10,0.700,0.700,5,6,11,10,1,1,2,3,28,24.90,2.30,27.20,27.20,27.20,54.13,5.00,59.13
484,Magic Johnson,johnsma02,31-191,G-F,02/21/1991,RS,LAL,@,DAL,W,1,39,6,12,0.500,0.50,4.00,6.00,0.67,0.67,2.00,6.00,0.33,0.33,7,7,1.000,1.000,1,9,10,12,0,1,3,3,21,21.10,2.20,23.30,23.30,23.30,54.10,5.64,59.74
799,Terrell Brandon,brandte01,29-234,G,01/09/2000,RS,MIN,@,PHI,W,1,44,10,19,0.526,0.53,7.00,15.00,0.47,0.47,3.00,4.00,0.75,0.75,4,5,0.800,0.800,1,9,10,14,0,0,4,2,27,23.80,1.90,25.70,25.70,25.70,54.09,4.32,58.41
34,Oscar Robertson,roberos01,23,G,02/14/1962,RS,CIN,,CHI,L,1,44,12,25,0.478,0.48,12.00,25.10,0.48,0.48,,,,,3,4,0.803,0.803,2,8,10,12,,,,5,27,23.92,0.32,24.24,24.24,,54.00,0.72,54.72
1584,Russell Westbrook,westbru01,28-117,G,03/09/2017,RS,OKC,,SAS,W,1,35,7,21,0.333,0.33,6.00,15.00,0.40,0.40,1.00,6.00,0.17,0.17,8,9,0.889,0.889,3,10,13,13,2,0,3,2,23,18.90,4.20,23.10,23.10,23.10,54.00,12.00,66.00
635,Jason Kidd,kiddja01,22-013,G,04/05/1995,RS,DAL,,LAL,W,1,33,8,16,0.500,0.50,5.00,10.00,0.50,0.50,3.00,6.00,0.50,0.50,0,0,0.000,0.000,2,8,10,12,1,1,3,2,19,17.80,3.30,21.10,21.10,21.10,53.94,10.00,63.94
1281,Jordan Crawford,crawfjo02,24-056,G,12/18/2012,RS,WAS,,ATL,L,1,44,10,22,0.455,0.46,5.00,12.00,0.42,0.42,5.00,10.00,0.50,0.50,2,2,1.000,1.000,2,9,11,11,0,0,1,1,27,23.70,2.30,26.00,26.00,26.00,53.86,5.23,59.09
928,Kevin Garnett,garneke01,26-222,F-C,12/27/2002,RS,MIN,@,CHI,W,1,39,7,16,0.438,0.44,6.00,14.00,0.43,0.43,1.00,2.00,0.50,0.50,10,11,0.909,0.909,4,11,15,10,3,2,5,3,25,21.00,6.50,27.50,27.50,27.50,53.85,16.67,70.51
113,Johnny Moore,moorejo01,26-341,G,02/07/1985,RS,SAS,,LAC,W,1,26,5,14,0.357,0.36,5.00,13.00,0.38,0.39,0.00,1.00,0.00,0.00,2,2,1.000,1.000,3,7,10,11,4,0,0,3,12,14.00,4.90,18.90,18.90,18.90,53.85,18.85,72.69
1061,Lamar Odom,odomla01,26-156,F,04/11/2006,RS,LAL,,GSW,W,1,34,7,10,0.700,0.70,6.00,8.00,0.75,0.75,1.00,2.00,0.50,0.50,0,0,0.000,0.000,5,8,13,10,0,1,3,2,15,18.30,2.30,20.60,20.60,20.60,53.82,6.76,60.59
1000,Kobe Bryant,bryanko01,26-116,G-F,12/17/2004,RS,LAL,,WAS,L,1,50,9,22,0.409,0.41,6.00,15.00,0.40,0.40,3.00,7.00,0.43,0.43,15,22,0.682,0.682,1,9,10,14,2,1,5,1,36,26.90,5.00,31.90,31.90,31.90,53.80,10.00,63.80
1053,LeBron James,jamesle01,21-082,F-G,03/22/2006,RS,CLE,,CHA,W,1,50,10,21,0.476,0.48,9.00,16.00,0.56,0.56,1.00,5.00,0.20,0.20,16,23,0.696,0.696,0,11,11,12,0,1,5,4,37,26.90,2.40,29.30,29.30,29.30,53.80,4.80,58.60
281,Brad Daugherty,daughbr01,22-107,C,02/03/1988,RS,CLE,@,WSB,W,1,40,9,15,0.600,0.60,9.00,15.00,0.60,0.60,0.00,0.00,0.00,,2,3,0.667,0.667,3,7,10,11,0,1,1,4,20,21.50,1.20,22.70,22.70,22.70,53.75,3.00,56.75
938,Jason Kidd,kiddja01,29-337,G,02/23/2003,RS,NJN,,ORL,L,1,43,9,25,0.360,0.36,6.00,16.00,0.38,0.38,3.00,9.00,0.33,0.33,5,5,1.000,1.000,5,6,11,15,6,0,3,1,26,23.10,7.40,30.50,30.50,30.50,53.72,17.21,70.93
1445,Russell Westbrook,westbru01,27-064,G,01/15/2016,RS,OKC,,MIN,W,1,27,6,10,0.600,0.60,6.00,9.00,0.67,0.67,0.00,1.00,0.00,0.00,0,0,0.000,0.000,3,8,11,10,2,0,2,4,12,14.50,2.80,17.30,17.30,17.30,53.70,10.37,64.07
289,Doc Rivers,riverdo01,26-137,G,02/27/1988,RS,ATL,,POR,L,1,38,8,16,0.500,0.50,7.00,14.00,0.50,0.50,1.00,2.00,0.50,0.50,4,6,0.667,0.667,2,8,10,14,1,0,3,5,21,20.40,1.40,21.80,21.80,21.80,53.68,3.68,57.37
559,Charles Barkley,barklch01,29-364,F,02/18/1993,RS,PHO,,ATL,W,1,44,10,19,0.526,0.53,9.00,17.00,0.53,0.53,1.00,2.00,0.50,0.50,4,4,1.000,1.000,5,11,16,12,4,1,4,3,25,23.60,6.80,30.40,30.40,30.40,53.64,15.45,69.09
698,Charles Barkley,barklch01,33-277,F,11/23/1996,RS,HOU,@,GSW,W,1,50,5,16,0.313,0.31,4.00,12.00,0.33,0.33,1.00,4.00,0.25,0.25,16,20,0.800,0.800,6,11,17,12,3,1,2,4,27,26.80,5.40,32.20,32.20,32.20,53.60,10.80,64.40
822,Gary Payton,paytoga01,31-270,G,04/18/2000,RS,SEA,@,SAC,W,1,53,13,28,0.464,0.46,11.00,22.00,0.50,0.50,2.00,6.00,0.33,0.33,5,6,0.833,0.833,2,9,11,14,3,1,1,3,33,28.40,5.20,33.60,33.60,33.60,53.58,9.81,63.40
525,Gary Payton,paytoga01,23-252,G,03/31/1992,RS,SEA,,UTA,W,1,37,6,10,0.600,0.60,6.00,10.00,0.60,0.60,0.00,0.00,0.00,,3,7,0.429,0.429,7,3,10,13,4,0,3,3,15,19.80,3.70,23.50,23.50,23.50,53.51,10.00,63.51
1279,Tony Parker,parketo01,30-207,G,12/10/2012,RS,SAS,@,HOU,W,1,43,9,18,0.500,0.50,8.00,15.00,0.53,0.53,1.00,3.00,0.33,0.33,8,9,0.889,0.889,0,12,12,12,0,0,3,1,27,23.00,3.20,26.20,26.20,26.20,53.49,7.44,60.93
540,Kenny Anderson,anderke01,22-062,G,12/10/1992,RS,NJN,,LAC,W,1,41,8,20,0.400,0.40,8.00,20.00,0.40,0.40,0.00,0.00,0.00,,10,12,0.833,0.833,3,7,10,12,2,1,3,3,26,21.90,3.60,25.50,25.50,25.50,53.41,8.78,62.20
103,Larry Bird,birdla01,28-031,F,01/07/1985,RS,BOS,@,NYK,W,1,42,9,16,0.563,0.56,9.00,15.00,0.60,0.60,0.00,1.00,0.00,0.00,8,8,1.000,1.000,0,10,10,10,3,2,3,1,26,22.40,7.00,29.40,29.40,29.40,53.33,16.67,70.00
1476,John Wall,walljo01,25-192,G,03/16/2016,RS,WAS,,CHI,W,1,39,11,19,0.579,0.58,9.00,16.00,0.56,0.56,2.00,3.00,0.67,0.67,5,6,0.833,0.833,1,9,10,12,3,1,8,0,29,20.80,6.40,27.20,27.20,27.20,53.33,16.41,69.74
791,Michael Finley,finlemi01,26-280,G-F,12/11/1999,RS,DAL,,PHO,W,1,48,12,26,0.462,0.46,9.00,20.00,0.45,0.45,3.00,6.00,0.50,0.50,6,7,0.857,0.857,2,12,14,10,2,0,2,1,33,25.60,5.20,30.80,30.80,30.80,53.33,10.83,64.17
200,Magic Johnson,johnsma02,27-124,G-F,12/16/1986,RS,LAL,@,CLE,W,1,42,10,19,0.526,0.53,10.00,18.00,0.56,0.56,0.00,1.00,0.00,0.00,5,8,0.625,0.625,3,8,11,14,1,1,4,2,25,22.40,3.30,25.70,25.70,25.70,53.33,7.86,61.19
293,Vern Fleming,flemive01,26-033,G,03/08/1988,RS,IND,,DET,W,1,39,7,13,0.538,0.54,7.00,12.00,0.58,0.58,0.00,1.00,0.00,0.00,4,6,0.667,0.667,4,6,10,13,2,0,2,2,18,20.80,3.00,23.80,23.80,23.80,53.33,7.69,61.03
408,Kevin Johnson,johnske02,23-297,G,12/26/1989,RS,PHO,,POR,W,1,40,8,18,0.444,0.44,8.00,18.00,0.44,0.44,0.00,0.00,0.00,,15,16,0.938,0.938,0,10,10,13,1,1,9,2,31,21.30,3.90,25.20,25.20,25.20,53.25,9.75,63.00
1118,Caron Butler,butleca01,27-281,F,12/19/2007,RS,WAS,,CHI,L,1,40,11,26,0.423,0.42,8.00,17.00,0.47,0.47,3.00,9.00,0.33,0.33,4,4,1.000,1.000,3,8,11,10,3,0,3,3,29,21.30,4.20,25.50,25.50,25.50,53.25,10.50,63.75
143,Steve Stipanovich,stipast01,24-364,C,11/16/1985,RS,IND,,BOS,W,1,37,9,18,0.500,0.50,9.00,18.00,0.50,0.50,0.00,0.00,0.00,,2,4,0.500,0.500,5,9,14,10,2,0,1,3,20,19.70,3.50,23.20,23.20,23.20,53.24,9.46,62.70
240,Magic Johnson,johnsma02,27-229,G-F,03/31/1987,RS,LAL,,HOU,W,1,38,8,14,0.571,0.57,8.00,13.00,0.62,0.62,0.00,1.00,0.00,0.00,5,7,0.714,0.714,5,5,10,13,2,0,6,3,21,20.20,2.30,22.50,22.50,22.50,53.16,6.05,59.21
1586,LeBron James,jamesle01,32-071,F-G,03/11/2017,RS,CLE,@,ORL,W,1,38,8,14,0.571,0.57,6.00,9.00,0.67,0.67,2.00,5.00,0.40,0.40,6,10,0.600,0.600,0,12,12,12,0,1,4,3,24,20.20,3.10,23.30,23.30,23.30,53.16,8.16,61.32
334,Magic Johnson,johnsma02,29-155,G-F,01/16/1989,RS,LAL,,HOU,W,1,42,6,12,0.500,0.50,6.00,9.00,0.67,0.67,0.00,3.00,0.00,0.00,5,6,0.833,0.833,3,10,13,18,0,0,3,2,17,22.30,2.20,24.50,24.50,24.50,53.10,5.24,58.33
625,Larry Johnson,johnsla02,25-303,F,01/11/1995,RS,CHH,,MIN,W,1,39,9,14,0.643,0.64,9.00,14.00,0.64,0.64,0.00,0.00,0.00,,5,7,0.714,0.714,1,9,10,10,0,0,3,0,23,20.70,2.70,23.40,23.40,23.40,53.08,6.92,60.00
348,Nate McMillan,mcmilna01,24-198,G-F,02/17/1989,RS,SEA,,WSB,W,1,40,4,10,0.400,0.40,4.00,9.00,0.44,0.44,0.00,1.00,0.00,0.00,8,11,0.727,0.727,8,5,13,16,4,0,5,3,16,21.20,4.30,25.50,25.50,25.50,53.00,10.75,63.75
1288,Rajon Rondo,rondora01,26-327,G,01/14/2013,RS,BOS,,CHA,W,1,37,8,11,0.727,0.73,8.00,11.00,0.73,0.73,0.00,0.00,0.00,,1,1,1.000,1.000,1,9,10,12,0,0,2,1,17,19.60,2.30,21.90,21.90,21.90,52.97,6.22,59.19
1243,Rajon Rondo,rondora01,25-059,G,04/22/2011,PL,BOS,@,NYK,W,1,41,5,13,0.385,0.39,5.00,13.00,0.38,0.39,0.00,0.00,0.00,,5,6,0.833,0.833,6,5,11,20,2,0,4,4,15,21.70,1.90,23.60,23.60,23.60,52.93,4.63,57.56
134,Clyde Drexler,drexlcl01,22-305,G,04/23/1985,PL,POR,,DAL,W,1,38,8,18,0.444,0.44,8.00,18.00,0.44,0.44,0.00,0.00,0.00,,4,4,1.000,1.000,5,5,10,10,2,1,1,5,20,20.10,2.20,22.30,22.30,22.30,52.89,5.79,58.68
739,Grant Hill,hillgr01,24-190,F-G,04/13/1997,RS,DET,,CHI,W,1,43,11,23,0.478,0.48,11.00,22.00,0.50,0.50,0.00,1.00,0.00,0.00,5,6,0.833,0.833,4,8,12,10,1,0,2,3,27,22.70,2.20,24.90,24.90,24.90,52.79,5.12,57.91
1346,Kyle Lowry,lowryky01,27-349,G,03/09/2014,RS,TOR,@,MIN,W,1,36,5,13,0.385,0.39,4.00,10.00,0.40,0.40,1.00,3.00,0.33,0.33,9,10,0.900,0.900,4,8,12,11,2,0,4,3,20,19.00,3.20,22.20,22.20,22.20,52.78,8.89,61.67
573,Rumeal Robinson,robinru01,26-161,G,04/23/1993,RS,NJN,,ORL,L,1,36,7,14,0.500,0.50,7.00,13.00,0.54,0.54,0.00,1.00,0.00,0.00,8,15,0.533,0.533,4,6,10,10,0,0,3,4,22,19.00,0.20,19.20,19.20,19.20,52.78,0.56,53.33
361,Magic Johnson,johnsma02,29-221,G-F,03/23/1989,RS,LAL,@,SAC,W,1,40,10,19,0.526,0.53,8.00,16.00,0.50,0.50,2.00,3.00,0.67,0.67,3,4,0.750,0.750,0,10,10,14,0,0,4,2,25,21.10,2.20,23.30,23.30,23.30,52.75,5.50,58.25
1208,Brandon Jennings,jennibr01,21-037,G,10/30/2010,RS,MIL,,CHA,W,1,40,6,8,0.750,0.75,3.00,5.00,0.60,0.60,3.00,3.00,1.00,"1,000.00",5,6,0.833,0.833,1,9,10,10,0,0,3,4,20,21.10,1.10,22.20,22.20,22.20,52.75,2.75,55.50
68,Larry Bird,birdla01,27-072,F,02/17/1984,RS,BOS,@,SEA,W,1,44,13,24,0.542,0.54,13.00,23.00,0.57,0.57,0.00,1.00,0.00,0.00,4,4,1.000,1.000,1,12,13,13,3,1,5,3,30,23.20,6.10,29.30,29.30,29.30,52.73,13.86,66.59
1013,Jason Kidd,kiddja01,31-323,G,02/09/2005,RS,NJN,,LAL,L,1,48,10,22,0.455,0.46,5.00,15.00,0.33,0.33,5.00,7.00,0.71,0.71,3,4,0.750,0.750,1,11,12,12,0,0,0,1,28,25.30,2.90,28.20,28.20,28.20,52.71,6.04,58.75
